Sitio,ID,Encuentro,distancia a sendero,Distrecorr,TipoMov,Actividad,Sexo,Edad,Hora formato de 12 hrs,Hora de encuentro (F24),Mes,Fecha,Temporada,HUM,TEMPAMB,TC,TS,LHC,Peso ,HOJA,SUELO,HERB,ARBUS,ARBO,DOSEL,altitid,Localidad,Estado,Region,Revisor
Perturbado,12,12,,6.73,Movimiento Exploratorio,Moviendose,Hembra,Adulto,05:33:00 p. m.,17:33:00,Agosto,29/08/2018,Lluvias,na,19.3,18.9,18,10.15,111,30,10,20,20,20,82.16,1195 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Perturbado,12,14,,4.78,Ajuste Local ,Descansando,Hembra,Adulto,12:51:53 p. m.,12:51:53,Agosto,30/08/2018,Lluvias,na,18.4,18.4,17,10.15,111,15,10,20,40,10,83.2,1197 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Perturbado,12,15,,2.39,Ajuste Local ,Moviendose,Hembra,Adulto,12:46:34 p. m.,12:46:34,Agosto,31/08/2018,Lluvias,na,20.1,21.2,19,10.15,111,20,10,40,20,5,81.12,1196 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Perturbado,12,16,,0,Refugiado,Refugiado,Hembra,Adulto,04:58:01 p. m.,16:58:01,Agosto,31/08/2018,Lluvias,na,20.1,21.2,21,10.15,111,20,10,40,20,5,83.2,1196 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Perturbado,12,17,,0,Refugiado,Refugiado,Hembra,Adulto,07:08:00 p. m.,19:08:00,Agosto,31/08/2018,Lluvias,na,20.1,21.2,21,10.15,111,20,10,40,20,5,83.2,1196 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Perturbado,12,18,,0,Refugiado,Refugiado,Hembra,Adulto,09:05:01 p. m.,21:05:01,Agosto,31/08/2018,Lluvias,na,20.1,21.2,21,10.15,111,20,10,40,20,5,83.2,1196 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Perturbado,13,1,,14.18,Movimiento Exploratorio,Refugiado,Hembra,Adulto,12:14:25 p. m.,12:14:25,Agosto,28/08/2018,Lluvias,80,25,19,18.9,9.93,98,10,40,15,15,10,78.52,1259 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Perturbado,13,7,,0,Refugiado,Refugiado,Hembra,Adulto,11:10:44 p. m.,23:10:44,Agosto,29/08/2018,Lluvias,70,20.4,17.1,17.2,9.93,98,60,0,10,20,10,89.44,1195 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Perturbado,13,4,,3.36,Ajuste Local ,Moviendose,Hembra,Adulto,04:58:51 p. m.,16:58:51,Agosto,29/08/2018,Lluvias,59,28.3,21.6,21.7,9.93,98,40,10,20,20,10,na,1245 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Perturbado,13,3,,13.27,Movimiento Exploratorio,Descansando,Hembra,Adulto,02:53:22 p. m.,14:53:22,Agosto,29/08/2018,Lluvias,73,26,18.1,18.3,9.93,98,20,20,10,20,20,82.16,1231 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Perturbado,13,2,,8.48,Movimiento Exploratorio,Descansando,Hembra,Adulto,01:15:13 a. m.,01:15:13,Agosto,29/08/2018,Lluvias,80,27.3,18.9,18.8,9.93,98,50,5,20,10,10,85.28,1221 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Perturbado,13,6,,7.81,Movimiento Exploratorio,Moviendose,Hembra,Adulto,10:43:04 p. m.,22:43:04,Agosto,29/08/2018,Lluvias,72,21.5,18.9,19.1,9.93,98,60,0,10,20,10,89.44,1240 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Perturbado,13,5,,8.42,Movimiento Exploratorio,Moviendose,Hembra,Adulto,07:55:32 p. m.,19:55:32,Agosto,29/08/2018,Lluvias,71,20.8,20,19.9,9.93,98,na,na,na,na,na,na,1242 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Perturbado,13,8,,4.59,Ajuste Local ,Moviendose,Hembra,Adulto,11:38:39 a. m.,11:38:39,Agosto,30/08/2018,Lluvias,77,23.2,18.5,18.6,9.93,98,30,20,20,15,5,82.16,1245 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Perturbado,13,9,,3.18,Ajuste Local ,Moviendose,Hembra,Adulto,10:45:00 a. m.,10:45:00,Agosto,31/08/2018,Lluvias,85,23.4,20.2,20.4,9.93,98,30,10,20,20,20,78,1230 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Perturbado,13,10,,11.74,Movimiento Exploratorio,Descansando,Hembra,Adulto,04:57:02 p. m.,16:57:02,Agosto,31/08/2018,Lluvias,82,22.1,20.9,20.7,9.93,98,20,20,40,10,10,29.12,1245 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Perturbado,14,1,,2.39,Ajuste Local ,Descansando,Hembra,Adulto,02:08:32 a. m.,02:08:32,Agosto,28/08/2018,Lluvias,69,31.9,19.8,19.7,9.88,119,20,30,20,10,10,83.2,1200 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Perturbado,14,0,,0,Refugiado,Descansando,Hembra,Adulto,01:46:26 a. m.,01:46:26,Agosto,28/08/2018,Lluvias,na,na,na,na,9.88,119,25,10,15,20,30,86.32,1195 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Perturbado,14,2,,10.01,Movimiento Exploratorio,Descansando,Hembra,Adulto,01:06:46 p. m.,13:06:46,Agosto,28/08/2018,Lluvias,76,25.4,17.3,16.8,9.88,119,20,20,20,20,10,87.36,1208 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Perturbado,14,7,,1.53,Ajuste Local ,Termoregulando,Hembra,Adulto,11:06:45 p. m.,23:06:45,Agosto,29/08/2018,Lluvias,70,20,21.5,22.4,9.88,119,30,30,10,10,10,80.08,1201 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Perturbado,14,4,,0,Refugiado,Moviendose,Hembra,Adulto,09:52:04 a. m.,09:52:04,Agosto,29/08/2018,Lluvias,73,20.5,19.1,18.7,9.88,119,20,15,20,20,15,86.32,1184 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Perturbado,14,3,,26.64,Movimiento Exploratorio,alimentandose,Hembra,Adulto,12:51:28 a. m.,00:51:28,Agosto,29/08/2018,Lluvias,73,21.7,18.5,18.4,9.88,119,20,30,10,15,15,83.2,1187 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Perturbado,14,6,,6.72,Movimiento Exploratorio,Moviendose,Hembra,Adulto,08:16:40 p. m.,20:16:40,Agosto,29/08/2018,Lluvias,70,19.3,18.4,18.5,9.88,119,30,10,15,15,20,84.24,1184 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Perturbado,14,5,,14.72,Movimiento Exploratorio,Moviendose,Hembra,Adulto,05:28:19 p. m.,17:28:19,Agosto,29/08/2018,Lluvias,74,20,18.9,18.9,9.88,119,25,10,25,25,15,85.28,1202 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Perturbado,14,8,,1.53,Ajuste Local ,Refugiado,Hembra,Adulto,12:21:36 p. m.,12:21:36,Agosto,30/08/2018,Lluvias,71,19.6,20.9,21,9.88,119,20,10,20,30,20,85.28,1207 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Perturbado,15,0,,0,Refugiado,Moviendose,Hembra,Adulto,03:00:48 a. m.,03:00:48,Agosto,28/08/2018,Lluvias,85,23.2,17.4,18.3,10.2,111,na,na,na,na,na,80.08,1312 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Perturbado,15,3,,0,Refugiado,Refugiado,Hembra,Adulto,09:12:44 a. m.,09:12:44,Agosto,29/08/2018,Lluvias,72,22.6,20.4,20.3,10.2,111,na,na,na,na,na,84.24,1258 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Perturbado,15,2,,3.48,Ajuste Local ,Refugiado,Hembra,Adulto,09:12:44 a. m.,09:12:44,Agosto,29/08/2018,Lluvias,82,24.9,18.4,18.7,10.2,111,na,na,na,na,na,84.24,1258 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Perturbado,15,4,,3.18,Ajuste Local ,Refugiado,Hembra,Adulto,07:35:16 p. m.,19:35:16,Agosto,29/08/2018,Lluvias,73,20.2,18.9,19,10.2,111,na,na,na,na,na,na,1317 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Perturbado,15,1,,5.95,Movimiento Exploratorio,Refugiado,Hembra,Adulto,02:17:15 a. m.,02:17:15,Agosto,29/08/2018,Lluvias,68,26.4,16.2,16,10.2,111,na,na,na,na,na,88.4,1308 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Perturbado,15,5,,9.56,Movimiento Exploratorio,Moviendose,Hembra,Adulto,11:35:56 p. m.,23:35:56,Agosto,29/08/2018,Lluvias,71,18.9,18.5,18.5,10.2,111,na,na,na,na,na,88.4,1301 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Perturbado,15,6,,13.87,Movimiento Exploratorio,Moviendose,Hembra,Adulto,11:20:10 a. m.,11:20:10,Agosto,30/08/2018,Lluvias,82,21.9,20.5,20.5,10.2,111,na,na,na,na,na,88.4,1305 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Perturbado,15,7,,0,Refugiado,Refugiado,Hembra,Adulto,10:10:21 a. m.,10:10:21,Agosto,31/08/2018,Lluvias,87,20.3,18.8,18.6,10.2,111,30,10,40,10,10,83.2,1303 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Perturbado,15,9,,8.12,Movimiento Exploratorio,Refugiado,Hembra,Adulto,10:52:49 p. m.,22:52:49,Agosto,31/08/2018,Lluvias,85,19.4,19.9,19.4,10.2,111,30,10,40,10,10,82.16,1301 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Perturbado,15,8,,6.45,Movimiento Exploratorio,Refugiado,Hembra,Adulto,04:45:21 p. m.,16:45:21,Agosto,31/08/2018,Lluvias,83,21.5,21.3,21.3,10.2,111,30,10,40,10,10,83.2,1310 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Conservado,16,1,10.0,0,Refugiado,Descansando,Macho,Adulto,04:00:16 p. m.,16:00:16,Octubre,13/10/2018,Lluvias,82,20.6,19.2,18.8,7.9,55,60,20,10,5,5,86.32,1554 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Conservado,16,2,,0,Refugiado,Moviendose,Macho,Adulto,08:09:10 p. m.,20:09:10,Octubre,13/10/2018,Lluvias,98,19.3,19.8,18.7,7.9,55,60,10,10,50,10,87.36,1529 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Conservado,16,3,,0,Refugiado,Refugiado,Macho,Adulto,11:00:00 p.m., 23:00:01,Octubre,13/10/2018,Lluvias,98,18.8,18,18,7.9,55,30,10,20,20,20,88.4,1529 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Conservado,16,6,,0,Refugiado,Refugiado,Macho,Adulto,04:58:45 p. m.,16:58:45,Octubre,14/10/2018,Lluvias,95,20.8,19.3,19.3,7.9,55,30,30,10,20,10,89.44,1532 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Conservado,16,5,,0,Refugiado,Refugiado,Macho,Adulto,02:37:35 p. m.,14:37:35,Octubre,14/10/2018,Lluvias,92,20,19.7,19.7,7.9,55,30,10,20,20,20,90.48,1563 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Conservado,16,4,,0,Refugiado,Refugiado,Macho,Adulto,10:51:43 a. m.,10:51:43,Octubre,14/10/2018,Lluvias,98,19.6,18.3,18.4,7.9,55,30,10,20,20,20,91.52,1559 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Conservado,16,8,,14,Movimiento Exploratorio,Moviendose,Macho,Adulto,11:08:22 p. m.,23:08:22,Octubre,14/10/2018,Lluvias,99,19.3,18.6,18.5,7.9,55,40,10,5,20,15,85.28,1549 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Conservado,16,7,,26.3,Movimiento Exploratorio,Moviendose,Macho,Adulto,07:25:00 p. m.,19:25:00,Octubre,14/10/2018,Lluvias,98,19.7,19,19.1,7.9,55,30,30,10,10,20,89.44,1551 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Conservado,16,10,,4.59,Ajuste Local ,Moviendose,Macho,Adulto,12:50:31 p. m.,12:50:31,Octubre,15/10/2018,Lluvias,98,20.3,19.4,19.5,7.9,55,30,10,30,20,10,83.2,1537 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Conservado,16,11,,0,Refugiado,Refugiado,Macho,Adulto,03:36:15 p. m.,15:36:15,Octubre,15/10/2018,Lluvias,98,20.2,19.5,19.5,7.9,55,30,10,30,20,10,83.2,1546 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Conservado,16,12,,4.24,Ajuste Local ,Moviendose,Macho,Adulto,07:37:09 p. m.,19:37:09,Octubre,15/10/2018,Lluvias,98,18,17.6,17.5,7.9,55,60,20,5,5,15,87.36,1548 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Conservado,16,13,,0,Refugiado,Refugiado,Macho,Adulto,10:04:36 p. m.,22:04:36,Octubre,15/10/2018,Lluvias,98,17.7,17.7,17.6,7.9,55,60,20,5,5,15,87.36,1533 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Conservado,16,9,,14.61,Movimiento Exploratorio,Descansando,Macho,Adulto,01:08:34 a. m.,01:08:34,Octubre,15/10/2018,Lluvias,90,18.3,18.6,18.8,7.9,55,40,10,5,20,15,85.28,1523 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Conservado,16,15,,3.32,Ajuste Local ,Refugiado,Macho,Adulto,02:14:20 p. m.,14:14:20,Octubre,16/10/2018,Lluvias,95,17.8,18.5,18.6,7.9,55,60,10,5,20,5,84.24,1549 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Conservado,16,14,,0,Refugiado,Refugiado,Macho,Adulto,01:13:24 a. m.,01:13:24,Octubre,16/10/2018,Lluvias,95,17.8,18.2,18.1,7.9,55,60,20,5,5,15,87.36,1532 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Conservado,16,16,,9.26,Movimiento Exploratorio,Refugiado,Macho,Adulto,10:32:50 p. m.,22:32:50,Octubre,16/10/2018,Lluvias,95,17.1,16.7,16.1,7.9,55,60,10,5,20,5,84.24,1555 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Conservado,16,17,,12.29,Movimiento Exploratorio,Moviendose,Macho,Adulto,12:59:00 a. m.,00:59:00,Octubre,17/10/2018,Lluvias,98,16.2,16.5,16.8,7.9,55,na,na,na,na,na,na,1549 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Conservado,16,18,,16.16,Movimiento Exploratorio,Moviendose,Macho,Adulto,03:36:02 p. m.,15:36:02,Octubre,17/10/2018,Lluvias,99,15,15.9,15.7,7.9,55,na,na,na,na,na,na,1540 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Conservado,16,19,,20.36,Movimiento Exploratorio,Moviendose,Macho,Adulto,07:48:53 p. m.,19:48:53,Octubre,17/10/2018,Lluvias,98,16,15.8,15.9,7.9,55,na,na,na,na,na,na,1541 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Conservado,16,20,,2.21,Ajuste Local ,Refugiado,Macho,Adulto,10:22:06 a. m.,10:22:06,Octubre,18/10/2018,Lluvias,98,16,16.1,16,7.9,55,na,na,na,na,na,na,1526 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Conservado,17,1,15.0,0,Refugiado,Moviendose,Hembra,Adulto,08:43:03 p. m.,20:43:03,Octubre,13/10/2018,Lluvias,92,19.7,18.6,18.5,8.5,56,30,30,10,5,5,84.24,1526 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Conservado,17,5,,0,Refugiado,Refugiado,Hembra,Adulto,05:04:08 p. m.,17:04:08,Octubre,14/10/2018,Lluvias,95,20.8,19.2,19.3,8.5,56,25,25,10,20,20,85.28,1550 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Conservado,17,6,,4.9,Ajuste Local ,Moviendose,Hembra,Adulto,07:35:46 p. m.,19:35:46,Octubre,14/10/2018,Lluvias,98,19.7,19,19.1,8.5,56,30,50,5,5,10,91.52,1546 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Conservado,17,4,,16.86,Movimiento Exploratorio,Refugiado,Hembra,Adulto,02:44:14 p. m.,14:44:14,Octubre,14/10/2018,Lluvias,98,19.6,18.3,18.4,8.5,56,25,25,10,20,20,83.2,1508 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Conservado,17,3,,19.09,Movimiento Exploratorio,Refugiado,Hembra,Adulto,11:00:56 a. m.,11:00:56,Octubre,14/10/2018,Lluvias,92,19.6,18.7,18.7,8.5,56,25,25,10,20,20,89.44,1552 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Conservado,17,2,,16.86,Movimiento Exploratorio,Refugiado,Hembra,Adulto,02:44:14 p. m.,14:44:14,Octubre,14/10/2018,Lluvias,92,18.5,18.4,18.5,8.5,56,50,20,5,10,15,92.56,1508 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Conservado,17,7,,14.18,Movimiento Exploratorio,Descansando,Hembra,Adulto,11:18:30 p. m.,23:18:30,Octubre,14/10/2018,Lluvias,99,20.3,18.9,19,8.5,56,na,na,na,na,na,na,1550 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Conservado,17,10,,0,Refugiado,Refugiado,Hembra,Adulto,12:58:15 p. m.,12:58:15,Octubre,15/10/2018,Lluvias,95,20.5,19.4,19.6,8.5,56,60,10,0,10,20,89.44,1539 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Conservado,17,11,,0,Refugiado,Refugiado,Hembra,Adulto,07:47:16 p. m.,19:47:16,Octubre,15/10/2018,Lluvias,98,18,17.5,17.4,8.5,56,60,10,0,10,20,89.44,1547 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Conservado,17,12,,0,Refugiado,Refugiado,Hembra,Adulto,10:13:31 p. m.,22:13:31,Octubre,15/10/2018,Lluvias,98,18,17.6,17.7,8.5,56,60,10,0,10,20,89.44,1539 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Conservado,17,9,,23.67,Movimiento Exploratorio,Refugiado,Hembra,Adulto,12:58:15 p. m.,12:58:15,Octubre,15/10/2018,Lluvias,95,20.5,19.4,19.6,8.5,56,60,10,0,10,20,89.44,1539 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Conservado,17,8,,9.96,Movimiento Exploratorio,Descansando,Hembra,Adulto,01:34:16 a. m.,01:34:16,Octubre,15/10/2018,Lluvias,90,18.3,18.6,18.7,8.5,56,na,na,na,na,na,na,1534 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Conservado,17,15,,0,Refugiado,Moviendose,Hembra,Adulto,10:45:57 p. m.,22:45:57,Octubre,16/10/2018,Lluvias,99,17.1,16.5,16.8,8.5,56,80,5,5,5,5,82.16,1551 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Conservado,17,13,,0,Refugiado,Refugiado,Hembra,Adulto,01:18:49 a. m.,01:18:49,Octubre,16/10/2018,Lluvias,95,18,17.9,17.8,8.5,56,60,10,0,10,20,89.44,1530 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Conservado,17,14,,8.43,Movimiento Exploratorio,Refugiado,Hembra,Adulto,02:24:08 p. m.,14:24:08,Octubre,16/10/2018,Lluvias,95,18.7,18.2,18.4,8.5,56,80,5,5,5,5,82.16,1547 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Conservado,17,16,,7.66,Movimiento Exploratorio,Moviendose,Hembra,Adulto,03:49:33 p. m.,15:49:33,Octubre,17/10/2018,Lluvias,99,16,16.2,16.5,8.5,56,70,10,5,5,5,81.12,1540 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Conservado,17,17,,14.54,Movimiento Exploratorio,Refugiado,Hembra,Adulto,08:10:44 p. m.,20:10:44,Octubre,17/10/2018,Lluvias,99,15,16,15.9,8.5,56,20,20,10,10,10,82.16,1543 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Conservado,17,18,,5.45,Movimiento Exploratorio,Refugiado,Hembra,Adulto,10:59:30 a. m.,10:59:30,Octubre,18/10/2018,Lluvias,99,15,16,15.9,8.5,56,20,20,10,10,10,82.16,1539 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Conservado,18,1,,0,Refugiado,Moviendose,Hembra,Adulto,11:50:00 p.m., 23:50:00,Octubre,13/10/2018,Lluvias,92,19,18.5,18.4,8.75,54,50,10,10,15,15,84.24,1526 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Conservado,18,2,,0,Refugiado,Refugiado,Hembra,Adulto,11:14:04 a. m.,11:14:04,Octubre,14/10/2018,Lluvias,92,19.8,18.6,18.6,8.75,54,50,10,10,15,15,84.24,1551 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Conservado,18,3,,1.53,Ajuste Local ,Refugiado,Hembra,Adulto,02:50:32 p. m.,14:50:32,Octubre,14/10/2018,Lluvias,98,20.5,19.7,19.6,8.75,54,50,10,10,15,15,84.24,1518 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Conservado,18,6,,23.54,Movimiento Exploratorio,Moviendose,Hembra,Adulto,11:26:40 p. m.,23:26:40,Octubre,14/10/2018,Lluvias,95,21,18.8,18.7,8.75,54,20,50,10,10,10,82.16,1548 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Conservado,18,4,,7.66,Movimiento Exploratorio,Refugiado,Hembra,Adulto,05:06:36 p. m.,17:06:36,Octubre,14/10/2018,Lluvias,98,21.2,19.5,19.4,8.75,54,50,10,10,15,15,84.24,1551 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Conservado,18,5,,7.5,Movimiento Exploratorio,Refugiado,Hembra,Adulto,07:44:11 p. m.,19:44:11,Octubre,14/10/2018,Lluvias,98,20,19,18.9,8.75,54,50,10,10,15,15,84.24,1548 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Conservado,18,8,,4.55,Ajuste Local ,Refugiado,Hembra,Adulto,01:09:12 p. m.,13:09:12,Octubre,15/10/2018,Lluvias,98,20,19.5,19.4,8.75,54,50,10,5,10,10,84.24,1537 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Conservado,18,7,,20.36,Movimiento Exploratorio,Moviendose,Hembra,Adulto,01:42:25 a. m.,01:42:25,Octubre,15/10/2018,Lluvias,99,20,18.9,18.8,8.75,54,20,50,10,10,10,82.16,1534 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Conservado,18,10,,16.72,Movimiento Exploratorio,Moviendose,Hembra,Adulto,07:58:47 p. m.,19:58:47,Octubre,15/10/2018,Lluvias,95,18,18,17.9,8.75,54,40,20,10,15,15,83.2,1539 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Conservado,18,9,,6.38,Movimiento Exploratorio,Refugiado,Hembra,Adulto,03:46:34 p. m.,15:46:34,Octubre,15/10/2018,Lluvias,98,21.2,19.1,19.1,8.75,54,50,10,5,10,10,84.24,1542 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Conservado,18,11,,15.21,Movimiento Exploratorio,Moviendose,Hembra,Adulto,10:23:54 p. m.,22:23:54,Octubre,15/10/2018,Lluvias,99,18,17.6,17.5,8.75,54,20,30,20,15,15,84.24,1535 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Conservado,18,13,,9.81,Movimiento Exploratorio,Moviendose,Hembra,Adulto,02:29:18 p. m.,14:29:18,Octubre,16/10/2018,Lluvias,92,19.5,18.2,18.4,8.75,54,30,25,10,10,25,83.2,1543 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Conservado,18,12,,8.48,Movimiento Exploratorio,Moviendose,Hembra,Adulto,01:25:16 a. m.,01:25:16,Octubre,16/10/2018,Lluvias,99,18.2,17.8,17.7,8.75,54,40,20,10,15,15,87.36,1526 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Conservado,18,14,,6.25,Movimiento Exploratorio,Refugiado,Hembra,Adulto,10:53:12 p. m.,22:53:12,Octubre,16/10/2018,Lluvias,99,17,16.1,16.2,8.75,54,30,20,10,15,20,92.56,1546 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Conservado,18,15,,0,Refugiado,Refugiado,Hembra,Adulto,01:13:40 a. m.,01:13:40,Octubre,17/10/2018,Lluvias,98,16.5,16.2,16.5,8.75,54,30,20,10,15,25,92.56,1536 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Conservado,18,16,,9.79,Movimiento Exploratorio,Moviendose,Hembra,Adulto,03:56:09 p. m.,15:56:09,Octubre,17/10/2018,Lluvias,99,16,16.3,16.3,8.75,54,40,5,15,10,20,83.2,1534 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
